mol,apol,ast_violation,ast_violation_ext,a_acc,a_aro,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nC,a_nCl,a_nF,a_nH,a_nN,a_nO,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,density,diameter,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_violation,logP(o/w),logS,mr,nmol,opr_brigid,opr_nring,opr_nrot,opr_violation,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_VSA_FHYD,Q_VSA_FPOS,Q_VSA_HYD,Q_VSA_POS,radius,rings,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb,Label
C(n1c(-c2ccccc2)nc2c1cccc2)c1ccccc1,48.068687,1,1,1,21,38,0,1,22,19,46.982685,1.2363864,20,0,0,16,2,0,1.4714273,-2.3584859,-0.64011419,0.67054683,2.3319571,-2.2255125,-0.53807992,0.77611935,2.4790115,-2.0472963,-0.47412542,0.83471912,2.653738,20.791311,3,0.12,22,41,0,25,2,3,0.12,19,14.77781,12.184438,11.29001,13.493353,10.915816,7.4629259,6.2522707,9.0244045,0,0.71735448,10,-0.83539045,-0.38910657,0.074056394,2.5443499,-0.78073305,-0.26386139,0.1575478,2.698,-0.47287688,-0.21296096,0.1899974,2.8621635,2.2707243,4.8324389,4.8324389,4.9373102,5.0552301,-5.5868993,10.950469,9.0141039,0.26073232,14,7.4526067,1.7750374,0.1800985,15.5232,7.2664361,3.4404707,10.15922,4.6497178,2.1657228,2.1471593,2,0,1,5.46,-6.1521502,9.062501,1,22,4,3,1,0.53935504,-0.53935504,0.26702473,0.56960636,146.69353,13.399102,31.490068,0,0,0,0,79.042473,0,0,0,5.6825762,0,0,0.97943389,0.30663291,0.020566111,0.020566111,0.69336706,0,270.62518,84.725052,5.6825762,5.6825762,191.5827,0,0.5,1,1,1,276.30774,276.30774,5,4,0.63636363,5.0180001,0,18.684622,0,0,3.185575,0,0,256.80634,0,18.439579,9.0917997,0,18.684622,0,3.185575,9.8017693,265.44415,0,0,17.82,0.47938794,5.643856,3.0736067,8.6524611,276.30774,373.92114,5.6825762,259.4346,11.190562,5.6825762,284.362,1006,33,118,1
Fc1c(C2N(C(=O)c3c(N2)ccc(F)c3)C2CCN(CCCn3c(-c4ccccc4)ncc3)CC2)cccc1,82.646584,2,3,3,23,70,1,4,39,30,108.28,1.5468571,31,0,2,31,5,1,1.0297639,-2.8167622,-0.64793271,0.69857705,2.7479744,-2.8622959,-0.5198133,0.80591482,2.7299428,-2.544627,-0.49955934,0.85429859,3.0145943,45.173416,7,0.15909091,23,75,1,44,4,7,0.15909091,51,26.769009,21.640383,18.187351,20.622746,19.080521,13.503863,9.4145727,12.249149,1,0.79634923,18,-0.85997021,-0.39326271,0.079965234,2.9941683,-0.95751452,-0.26386139,0.18999396,3.0378587,-0.52276415,-0.21586153,0.19327495,3.2514539,8.1172371,11.855774,9.9482231,3.3899288,5.4766407,-7.5966921,13.504263,14.932144,1.6996627,14,5.367907,2.0373333,2.9846902,29.088842,13.533298,6.6587343,21.215137,9.7823696,4.7823749,5.3213925,6,1,2,5.73,-7.2391801,14.887715,1,34,6,9,3,1.9530606,-1.9530606,0.13269891,0.1588304,225.73601,96.805664,69.831268,11.190562,0,12.949531,0,15.808495,0,0,5.6825762,29.499847,13.566921,0,0.88355917,0.1341961,0.089522712,0.11644085,0.8658039,0.026918136,425.05457,64.557838,43.066769,56.0163,416.51303,12.949531,0.5,1,1,1,481.07086,481.07086,9,6,0.8974359,6.3113999,0,48.202785,22.224005,55.318733,30.233366,0,0,251.66042,60.15836,51.11655,14.73912,23.862217,54.853477,18.242037,13.90626,26.280993,321.19171,60.577518,0,53.400002,0.31887728,6.4594316,4.0001845,10.25937,481.07086,623.30817,19.249496,420.80814,35.330658,24.932074,527.61896,5547,66,212,1
Fc1c(C2N(C(=O)c3c(N2)cc(F)cc3)C2CCN(CCCn3c(-c4ccccc4)ncc3)CC2)cccc1,82.646584,2,3,3,23,70,1,4,39,30,108.28,1.5468571,31,0,2,31,5,1,1.0273793,-2.8167641,-0.64793271,0.69857705,2.7479553,-2.8622932,-0.5198133,0.80591482,2.7299385,-2.544627,-0.49955934,0.85429859,3.0145946,45.173416,7,0.15909091,23,75,1,44,4,7,0.15909091,51,26.769009,21.640383,18.187351,20.622746,19.080521,13.503863,9.4145727,12.249149,1,0.79634923,19,-0.85997045,-0.40563408,0.079965234,2.9941065,-0.95751512,-0.26386139,0.18885992,3.0378516,-0.52276385,-0.21586151,0.19327495,3.2514572,8.094986,11.839357,9.8855677,3.4082861,5.4982624,-7.6091342,13.521538,14.934464,1.6998855,14,5.3646564,2.0357466,2.9893961,29.088842,13.533298,6.6587343,21.215137,9.7823696,4.7823749,5.3213925,6,1,2,5.73,-7.2391801,14.887715,1,34,6,9,3,1.95296,-1.95296,0.13266991,0.15883859,225.73601,96.805664,69.831268,11.190562,0,12.949531,0,15.808495,0,0,5.6825762,29.499847,13.566921,0,0.88355917,0.1341961,0.089522712,0.11644085,0.8658039,0.026918136,425.05457,64.557838,43.066769,56.0163,416.51303,12.949531,0.47368422,0.89999998,1,1,481.07086,481.07086,10,6,0.8974359,6.3113999,0,48.202785,22.224005,55.318733,30.233366,0,0,251.66042,60.15836,51.11655,14.73912,23.862217,54.853477,18.242037,13.90626,26.280993,321.19171,60.577518,0,53.400002,0.31887728,6.4594316,4.0139489,10.257698,481.07086,623.30817,19.249496,420.80814,35.330658,24.932074,527.61896,5561,66,212,1
Fc1c(C2N(C(=O)c3c(N2)ccc(OC)c3)C2CCN(CCCn3c(-c4ccccc4)ncc3)CC2)cccc1,86.651962,3,4,4,23,74,1,5,40,30,112.91617,1.5258942,32,0,1,34,5,2,1.0356044,-2.8167953,-0.63638806,0.69107324,2.7479708,-2.8622699,-0.51634032,0.78911662,2.7303059,-2.5446315,-0.49061239,0.85339415,3.0146713,49.166039,8,0.17777778,23,79,1,45,4,8,0.17777778,55,27.476116,22.670668,19.187351,21.622746,19.618525,13.927254,9.4145727,12.249149,1,0.78183776,19,-0.85997057,-0.39658761,0.074636698,3.0117145,-0.95751703,-0.27744728,0.16304664,3.0606003,-0.52276862,-0.21069841,0.1932002,3.270781,8.7488756,12.567476,10.734244,3.2015316,5.2929716,-7.5374894,13.545785,15.532037,1.6999849,14,5.3631964,2.0350358,2.9915097,30.044445,14.188965,6.8992767,22.208115,10.40135,5.0283327,5.7748594,7,1,2,5.533,-6.9945798,15.502725,1,34,6,10,3,2.0765741,-2.0765741,0.12480256,0.15779932,225.73601,105.26418,60.810421,46.848991,0,12.949531,0,15.808495,0,0,5.6825762,17.591211,13.566921,2.503756,0.90802109,0.10883403,0.066425428,0.0919789,0.89116597,0.025553472,460.15067,55.152958,33.661888,46.61142,451.60913,12.949531,0.47368422,0.89999998,1,1,506.76208,506.76208,10,6,0.89999998,6.1809001,10.999887,48.202785,13.102986,55.318733,30.233366,35.383869,0,251.66042,60.15836,41.399868,15.39852,23.862217,50.89325,9.1210184,19.149689,26.280993,321.19171,60.577518,35.383869,62.630001,0.31237534,6.4918532,4.0299778,10.335574,506.76208,646.40393,21.753254,443.99561,35.330658,27.435829,539.65497,5934,68,216,1
Fc1c(C2N(C(=O)c3c(N2)ccc(C)c3)C2CCN(CCCn3c(-c4ccccc4)ncc3)CC2)cccc1,85.84996,2,3,3,23,73,1,4,39,30,107.27382,1.4695044,32,0,1,34,5,1,1.0297639,-2.8168645,-0.64793271,0.69857705,2.7479355,-2.8623035,-0.5198133,0.80591482,2.730185,-2.5446479,-0.49955928,0.85429859,3.0147381,47.250038,7,0.15909091,23,78,1,44,4,7,0.15909091,54,26.769009,22.262419,19.187351,21.622746,19.080521,13.814881,9.9145727,12.8265,1,0.76978332,18,-0.859972,-0.38809913,0.079965234,3.0134568,-0.95751423,-0.26386139,0.16445385,3.0615416,-0.52277404,-0.21586151,0.19327489,3.2734931,7.7346253,11.453361,9.5824728,3.8108783,5.904346,-7.8247018,13.377609,15.329359,1.7001246,14,5.3611884,2.0340552,2.9944224,29.088842,13.533298,6.6587343,21.323841,9.833993,4.8081417,5.3768845,6,1,2,5.875,-7.4181199,15.280579,1,34,6,9,3,1.7737554,-1.7737554,0.14606707,0.17488624,239.33595,96.805664,60.810421,11.190562,0,12.949531,0,33.825527,0,0,5.6825762,17.591211,13.566921,0,0.91030622,0.14370114,0.063360654,0.08969377,0.85629886,0.026333118,447.65073,70.666237,31.158133,44.107662,421.09213,12.949531,0.5,1,1,1,491.75836,491.75836,9,6,0.69230771,6.48072,0,48.202785,13.102986,55.318733,33.418941,0,0,251.66042,60.15836,69.482452,15.21702,23.862217,39.893364,9.1210184,17.091835,26.280993,321.19171,60.577518,33.326015,53.400002,0.31887728,6.4594316,4.0001845,10.25937,491.75836,635.74255,19.249496,431.49564,35.330658,24.932074,523.65601,5547,66,212,1
Fc1c(C2N(CCOc3ccc(-c4n(Cc5ccncc5)c5c(n4)cccc5)cc3)C(=O)c3c(N2)cc(F)cc3)cccc1,87.821411,3,4,4,33,71,1,5,44,34,113.11554,1.5931766,35,0,2,27,5,2,0.93194312,-2.6113954,-0.63548267,0.69492668,2.5733602,-2.6918066,-0.53790879,0.80591482,2.5619078,-2.3235173,-0.49976113,0.85430676,2.8569288,42.056587,8,0.16,34,77,1,50,3,8,0.16,42,30.045031,23.529606,19.668325,23.061903,21.546846,14.238997,10.100348,14.123724,1,0.80341971,20,-0.83533025,-0.43156785,0.076811112,2.8050997,-0.95224595,-0.30600333,0.18052207,2.8999813,-0.50948697,-0.21599206,0.19305076,3.0927715,8.8069515,13.717095,11.750428,6.9165468,7.0927763,-9.3765488,19.02195,16.651663,0.37426943,14,7.2365561,2.0678768,0.27533293,32.5424,15.047014,7.3792472,22.232096,10.181355,4.9597964,5.144383,7,1,2,6.9159999,-8.96276,16.59672,1,39,7,8,3,2.2453709,-2.2453709,0.11545034,0.14622122,259.56152,71.364723,69.831268,33.249039,0,12.949531,0,15.808495,0,0,5.6825762,35.182423,13.566921,2.503756,0.87646222,0.13997331,0.098620504,0.12353781,0.86002666,0.024917306,455.49762,72.744171,51.253101,64.202629,446.95609,12.949531,0.5,1,1,1,519.70026,519.70026,10,7,0.70454544,7.4322,10.999887,61.863998,18.242037,39.365837,33.418941,0,0,344.16461,3.5531414,56.359982,16.45192,23.862217,79.51458,18.242037,18.353294,30.569267,352.80243,44.624619,0,72.279999,0.29337725,6.643856,4.1093578,10.615394,519.70026,697.53577,27.435829,451.25119,35.330658,33.118404,587.63,7732,76,242,1
Clc1cc2C(=O)N(CCOc3ccc(-c4n(Cc5ccncc5)c5c(n4)cccc5)cc3)C(c3c(F)cccc3)Nc2cc1,89.444412,3,4,4,33,71,1,5,44,34,115.11554,1.6213456,35,1,1,27,5,2,0.9340803,-2.6118438,-0.63548267,0.69492328,2.5729063,-2.6916189,-0.53790897,0.80591482,2.5652161,-2.3233736,-0.49976113,0.85430676,2.8574464,41.27359,8,0.16,34,77,1,50,3,8,0.16,42,30.045031,24.285534,19.668325,23.061903,21.546846,14.616961,10.100348,14.123724,1,0.81209183,19,-0.83533025,-0.42583501,0.076811574,2.8039973,-0.95223486,-0.30600333,0.18244652,2.9044359,-0.50946009,-0.21599206,0.19320026,3.0953417,8.7781868,13.038846,11.256167,7.4754181,7.6516595,-9.8983994,19.078098,17.023663,0.3742919,14,7.2365146,2.0679033,0.27535394,32.5424,15.047014,7.3792472,23.143892,10.610312,5.1726332,5.5809979,7,1,2,7.355,-9.40207,17.059048,1,39,7,8,3,2.1235466,-2.1235466,0.12208527,0.15460968,259.56152,75.884468,60.810421,33.249039,0,12.949531,0,15.808495,29.581947,0,5.6825762,23.273788,13.566921,2.503756,0.90186393,0.1696794,0.073834673,0.098136045,0.8303206,0.024301369,480.57849,90.41748,39.344463,52.293995,442.45499,12.949531,0.47368422,0.89999998,1,1,532.8725,532.8725,10,7,0.70454544,7.9464998,10.999887,61.863998,9.1210184,39.365837,33.418941,0,3.5006065,344.16461,3.5531414,80.548508,16.957121,23.862217,64.554466,9.1210184,21.853901,30.569267,352.80243,44.624619,39.148643,72.279999,0.29337725,6.643856,4.0955858,10.617059,532.8725,710.34949,27.435829,464.4234,35.330658,33.118404,604.08496,7713,76,242,1
Fc1c(C2N(C(=O)c3c(N2CC2CCCCC2)ccc(F)c3)C2CCN(CCCn3c(-c4ccccc4)ncc3)CC2)cccc1,102.9681,2,3,3,23,89,0,3,46,37,129.98001,1.4604495,38,0,2,43,5,1,1.0190736,-2.8374846,-0.62768453,0.65808123,2.7717717,-2.8687506,-0.51164508,0.79330266,2.876724,-2.5687904,-0.46887714,0.83564103,3.0407171,59.6119,9,0.17307693,23,95,1,52,4,9,0.17307693,71,31.459244,26.407587,23.007343,25.442736,22.563683,16.987967,12.639318,15.473894,1,0.77646154,20,-0.85995519,-0.38514933,0.063502252,3.2157717,-0.95829058,-0.26441726,0.16342942,3.2716975,-0.53037107,-0.21069786,0.18683277,3.4693997,8.1940794,11.435114,11.435114,5.6211104,7.7095051,-9.4796658,13.504398,17.943031,1.6997828,14,5.3661709,2.0364821,2.9872055,34.448963,16.348284,8.0015383,26.438238,12.468509,6.0762253,7.1662045,6,0,2,8.1429996,-9.5445004,17.944206,1,40,7,13,4,2.0179598,-2.0179598,0.12839606,0.1537223,313.68655,110.40562,69.831268,11.190562,0,12.949531,0,15.808495,0,0,0,29.499847,13.566921,0,0.90290773,0.10204767,0.074647032,0.097092271,0.89795232,0.022445241,520.92249,58.875263,43.066769,56.0163,518.06354,12.949531,0.5,1,1,1,576.93878,576.93878,10,7,0.9130435,8.2861996,3.1243138,30.192034,22.224005,73.758316,34.644161,0,0,251.66042,154.50038,51.11655,17.76895,23.862217,54.853477,25.777145,13.90626,8.2702427,415.53375,79.017097,0,44.610001,0.28277236,6.7004399,4.0630898,10.757271,576.93878,747.55536,19.249496,522.35864,35.330658,19.249496,623.79199,8148,79,250,1
O=C(NCC(C)c1ccccc1)CCCN1C(=O)c2nn(c(C)c2C(C)=N1)-c1ccc(C)cc1,75.294586,3,4,4,17,65,1,5,34,24,95.882217,1.475111,27,0,0,31,5,2,1.2042029,-2.6055822,-0.60126245,0.61271018,2.5863957,-2.6882608,-0.52186501,0.69169778,2.604764,-2.3436153,-0.46098754,0.802185,2.8425727,40.425419,8,0.21621622,17,68,3,37,4,9,0.24324325,48,24.241911,20.207281,17.101931,18.965891,16.346245,11.705941,8.8598776,11.242054,1,0.76690751,20,-0.84052497,-0.38769206,0.057854991,2.7351465,-1.1616738,-0.30975521,0.11217204,2.7656364,-0.52108586,-0.21605732,0.18115658,3.0031512,7.6856623,11.532125,9.4266539,5.3734617,5.3735542,-6.9623427,12.135003,13.540009,0.000218852,14,10.659755,1.0020653,0.000130486,27.046019,12.497042,6.6675067,19.329885,8.8338165,4.6766558,5.0222549,7,1,0,3.8959999,-5.47436,13.402547,1,22,4,8,1,1.6093482,-1.6093482,0.18379223,0.16811872,108.45092,96.932587,40.59901,6.6995511,0,25.899061,0,115.07654,0,0,18.842079,5.6825762,27.133842,0,0.8681488,0.37441945,0.073692404,0.13185121,0.62558055,0.058158819,386.60071,166.73503,32.816418,58.715481,278.58115,25.899061,0.5,1,1,1,445.31616,445.31616,10,4,0.41176471,4.36904,18.01075,34.715683,23.862217,36.879158,38.932438,16.663008,4.4107962,161.54541,37.736813,133.30406,13.33862,47.724434,38.104378,18.01075,19.481016,2.7567475,196.52547,50.153469,133.30406,79.589996,0.34317648,6.2094536,4.04319,9.839798,445.31616,555.90796,45.975922,361.05905,32.598614,51.658497,457.578,4122,55,178,1
Clc1cc2NC(N(CCOc3ccc(-c4n(Cc5ccncc5)c5c(n4)cccc5)cc3)C(=O)c2cc1)c1c(F)cccc1,89.444412,3,4,4,33,71,1,5,44,34,115.11554,1.6213456,35,1,1,27,5,2,0.93194312,-2.6117852,-0.63548267,0.69492549,2.5728893,-2.6916287,-0.53790808,0.80591482,2.5656071,-2.3233674,-0.49976113,0.85430676,2.8574615,41.27359,8,0.16,34,77,1,50,3,8,0.16,42,30.045031,24.285534,19.668325,23.061903,21.546846,14.616961,10.100348,14.123724,1,0.81209183,20,-0.83533025,-0.42551225,0.076811098,2.8039854,-0.95223808,-0.30600294,0.18194816,2.9044385,-0.50946569,-0.21599206,0.19320028,3.0953021,8.746809,13.032104,11.181611,7.5052156,7.6814675,-9.9151716,19.109653,17.027901,0.37431046,14,7.2364802,2.0679247,0.27537131,32.5424,15.047014,7.3792472,23.143892,10.610312,5.1726332,5.5809979,7,1,2,7.355,-9.40207,17.059048,1,39,7,8,3,2.1234901,-2.1234901,0.12207624,0.15461379,259.56152,75.884468,60.810421,33.249039,0,12.949531,0,15.808495,29.581947,0,5.6825762,23.273788,13.566921,2.503756,0.90186393,0.1696794,0.073834673,0.098136045,0.8303206,0.024301369,480.57849,90.41748,39.344463,52.293995,442.45499,12.949531,0.5,1,1,1,532.8725,532.8725,10,7,0.70454544,7.9464998,10.999887,61.863998,9.1210184,39.365837,33.418941,0,3.5006065,344.16461,3.5531414,80.548508,16.957121,23.862217,64.554466,9.1210184,21.853901,30.569267,352.80243,44.624619,39.148643,72.279999,0.29337725,6.643856,4.1093578,10.615394,532.8725,710.34949,27.435829,464.4234,35.330658,33.118404,604.08496,7732,76,242,1
Fc1c(C2N(C(=O)c3c(N2CC2CCC2)ccc(F)c3)C2CCN(CCCn3c(-c4ccccc4)ncc3)CC2)cccc1,96.78093,2,3,3,23,83,0,3,44,35,123.27065,1.4851885,36,0,2,39,5,1,1.0055453,-2.8486035,-0.62679678,0.65547514,2.7855675,-2.8703597,-0.50825018,0.79328102,2.8789613,-2.5821803,-0.46584466,0.83497113,3.0531261,55.239075,9,0.18000001,23,89,1,50,4,9,0.18000001,65,30.045031,24.993374,21.59313,24.028522,21.563683,15.987967,11.639318,14.473894,1,0.78314656,19,-0.85995513,-0.38667282,0.061928887,3.152149,-0.95827872,-0.27228948,0.16341616,3.1999123,-0.58697468,-0.21069822,0.18491842,3.4086137,8.1938467,11.330615,11.330615,4.5938487,6.6822295,-8.8155403,13.504397,17.03426,1.6997823,14,5.3661852,2.0364881,2.987186,32.5424,15.047014,7.2323999,24.65736,11.322982,5.4164896,6.3453374,6,0,2,7.2589998,-8.51406,17.007072,1,38,7,11,4,2.0179598,-2.0179598,0.12839606,0.1537223,282.06958,110.40562,69.831268,11.190562,0,12.949531,0,15.808495,0,0,0,29.499847,13.566921,0,0.89727843,0.10796425,0.078974955,0.10272154,0.89203572,0.023746585,489.30551,58.875263,43.066769,56.0163,486.44656,12.949531,0.47368422,0.89999998,1,1,545.32184,545.32184,10,7,0.90909094,7.506,3.1243138,30.192034,22.224005,73.758316,34.644161,0,0,251.66042,116.76357,51.11655,16.845551,23.862217,54.853477,25.777145,13.90626,8.2702427,377.79694,79.017097,0,44.610001,0.29337725,6.643856,4.0224495,10.623837,545.32184,710.50043,19.249496,490.74167,35.330658,19.249496,595.73798,7285,75,242,1
Fc1c(C2N(C(=O)c3c(N2CC2CC2)ccc(F)c3)C2CCN(CCCn3c(-c4ccccc4)ncc3)CC2)cccc1,93.68734,2,3,3,23,80,0,3,43,34,119.86993,1.4983741,35,0,2,37,5,1,0.99808675,-2.8204875,-0.62609524,0.67631465,2.8008535,-2.8661368,-0.50546324,0.79361361,2.8810751,-2.5472145,-0.46162051,0.8449201,3.0670848,53.052658,9,0.18367347,23,86,1,49,4,9,0.18367347,62,29.337923,24.286268,20.886023,23.321415,21.063683,15.487967,11.139318,13.973894,1,0.78675759,18,-0.85995483,-0.38879192,0.074638925,3.1234002,-0.95826268,-0.27610016,0.16871697,3.1681728,-0.52290154,-0.21069838,0.19320028,3.3808768,8.1932516,11.267749,11.267749,4.0832829,6.1716447,-8.4849939,13.504395,16.579874,1.6997788,14,5.3661995,2.0365016,2.98716,31.591837,14.408571,6.8564434,23.773075,10.764478,5.0960312,5.951273,6,0,2,6.8169999,-7.9988399,16.537788,1,37,7,11,4,2.0179598,-2.0179598,0.12839606,0.1537223,266.26108,110.40562,69.831268,11.190562,0,12.949531,0,15.808495,0,0,0,29.499847,13.566921,0,0.89421171,0.1111875,0.081332736,0.10578827,0.88881248,0.024455534,473.49704,58.875263,43.066769,56.0163,470.63806,12.949531,0.5,1,1,1,529.51331,529.51331,9,7,0.90697676,7.1159,3.1243138,30.192034,22.224005,73.758316,34.644161,0,0,251.66042,97.895172,51.11655,16.38385,23.862217,54.853477,25.777145,13.90626,8.2702427,358.92853,79.017097,0,44.610001,0.29901332,6.6147099,4.0029716,10.554208,529.51331,691.97296,19.249496,474.93317,35.330658,19.249496,581.711,6878,74,238,1
Fc1c(C2N(C(=O)c3c(N2)cc(C)cc3)C2CCN(CCCn3c(-c4ccccc4)ncc3)CC2)cccc1,85.84996,2,3,3,23,73,1,4,39,30,107.27382,1.4695044,32,0,1,34,5,1,1.0273793,-2.8168635,-0.64793271,0.69857705,2.7479255,-2.8622992,-0.5198133,0.80591482,2.7301998,-2.5446458,-0.49955934,0.85429859,3.0147285,47.250038,7,0.15909091,23,78,1,44,4,7,0.15909091,54,26.769009,22.262419,19.187351,21.622746,19.080521,13.814881,9.9145727,12.8265,1,0.76978332,19,-0.85997218,-0.38809913,0.079965234,3.0122273,-0.95751458,-0.26386139,0.16445385,3.0606658,-0.52277076,-0.2158615,0.19327495,3.2723634,7.7348537,11.441836,9.571166,3.81388,5.907383,-7.8266349,13.3776,15.329358,1.7001262,14,5.3611512,2.0340402,2.9944739,29.088842,13.533298,6.6587343,21.323841,9.833993,4.8081417,5.3768845,6,1,2,5.875,-7.4181199,15.280579,1,34,6,9,3,1.773796,-1.773796,0.1460692,0.17488223,239.33595,96.805664,60.810421,11.190562,0,12.949531,0,33.825527,0,0,5.6825762,17.591211,13.566921,0,0.91030622,0.14370114,0.063360654,0.08969377,0.85629886,0.026333118,447.65073,70.666237,31.158133,44.107662,421.09213,12.949531,0.47368422,0.89999998,1,1,491.75836,491.75836,10,6,0.69230771,6.48072,0,48.202785,13.102986,55.318733,33.418941,0,0,251.66042,60.15836,69.482452,15.21702,23.862217,39.893364,9.1210184,17.091835,26.280993,321.19171,60.577518,33.326015,53.400002,0.31887728,6.4594316,4.0139489,10.257698,491.75836,635.74255,19.249496,431.49564,35.330658,24.932074,523.65601,5561,66,212,1
Fc1c(C2N(c3ccc(OCCn4c(C)nc5c4cccc5)cc3)C(=O)c3c(N2)cccc3)cccc1,76.030823,2,3,3,27,62,1,4,37,28,95.857048,1.5460814,30,0,1,25,4,2,1.0415819,-2.5387602,-0.63157368,0.65549666,2.5043771,-2.5560751,-0.52650088,0.77534264,2.5588486,-2.2097816,-0.47093856,0.83042878,2.8274682,37.347176,6,0.14285715,28,67,1,42,3,6,0.14285715,38,25.354795,20.26527,17.229168,20.078775,18.097357,12.182741,8.8420935,12.3265,1,0.78626579,17,-0.84199321,-0.42303231,0.063737966,2.7587128,-0.95359653,-0.30160335,0.15750982,2.8703706,-0.50689375,-0.2125161,0.18853603,3.0571575,6.3522582,11.277075,9.3226662,5.9929752,6.2588634,-8.0053873,15.804832,14.254997,0.48201364,14,7.0312591,1.9987061,0.39216095,27.183674,12.25,5.7600002,18.647572,8.3081198,3.8744869,4.1871963,6,1,1,6.1620002,-7.2885098,14.204596,1,33,6,6,3,1.788723,-1.788723,0.14702272,0.18354368,239.33595,66.873711,40.510914,33.249039,0,12.949531,0,15.808495,0,0,5.6825762,17.591211,13.566921,2.503756,0.89597338,0.12308947,0.075126052,0.1040266,0.87691051,0.028900551,401.46069,55.152958,33.661888,46.61142,392.91916,12.949531,0.47058824,0.8888889,1,1,448.07211,448.07211,9,6,0.67567569,6.6958199,14.124202,41.954155,9.1210184,20.926258,32.561287,0,0,286.57922,3.5531414,77.482628,14.27382,23.862217,44.644623,12.245332,17.49564,27.812519,300.73053,26.185041,33.326015,59.389999,0.33281484,6.3923173,3.9048162,10.107781,448.07211,594.39691,21.753254,385.30563,35.330658,27.435829,492.55399,4730,65,204,1
