apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_aro,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nC,a_nH,a_nN,a_nO,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,density,diameter,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb
99.721786,0,0,4,6,4,36,80,4,8,50,38,126.16063,1.5770079,40,30,6,2,0,0.98689377,-2.3927286,-0.67548478,0.67762923,2.421308,-2.3581173,-0.56130552,0.82924116,2.5665865,-2.088186,-0.49955943,0.85429859,2.7415395,39.758209,9,0.16071428,38,86,4,56,2,11,0.19642857,44,34.613945,26.745909,22.279057,26.371304,24.351377,15.800035,12.472861,17.408983,0.8008306,24,-0.86333609,-0.43173021,0.11442247,2.8763382,-1.1321359,-0.29804128,0.2029731,3.0059927,-0.47929698,-0.2273522,0.21684411,3.1911654,8.0457382,19.979019,8.6891041,8.8027449,8.8027468,-11.308638,23.463789,19.172607,3.90E-06,14,12.408869,1.0000525,2.33E-06,38.28125,18.089409,9.2839508,25.199615,11.797598,6.0160003,5.945899,8,4,0,2,10.249,-10.78049,19.056087,0,1,40,0,7,9,3,0,0,1.9744555,-1.9744555,0.15024088,0.13352433,263.97861,60.623734,58.640701,0,0,25.899061,67.651054,0,0,35.182423,27.133842,0,0.84705913,0.29066113,0.10803911,0.1529409,0.70933884,0.044901785,488.57828,167.65147,62.316265,88.215324,409.14212,25.899061,0.5,1,0,0,0,0,1,0,0,0,1,0,576.79358,0,0,0,576.79358,0,12,7,0,0,0.63999999,7.94382,35.776459,10.517568,86.241806,0,73.20903,33.326015,4.4107962,361.44025,63.246243,19.164181,47.724434,63.246243,87.589554,29.895395,9.4342031,352.00604,10.517568,67.75473,114.5,0.26388288,6.8073549,4.2665067,10.998495,576.79358,792.2724,45.975922,30.207232,434.11237,66.498077,76.183151,664.716,10742,83,270
99.721786,0,0,4,6,4,36,80,4,8,50,38,126.16063,1.5770079,40,30,6,2,0,0.98027354,-2.3927312,-0.68180311,0.68214375,2.4213042,-2.357841,-0.56132364,0.82960272,2.5665865,-2.088186,-0.49956027,0.85429859,2.7415397,39.758209,9,0.16071428,38,86,4,56,2,11,0.19642857,44,34.613945,26.745909,22.279057,26.371304,24.317703,15.78807,12.460896,17.375309,0.8008306,24,-0.86333621,-0.44600648,0.1144511,2.8760412,-1.132129,-0.29804119,0.20344588,3.0060191,-0.47929698,-0.2273545,0.21684423,3.1911778,8.0999432,20.126678,8.8583927,8.7383242,8.7383261,-11.249693,23.455029,19.171432,5.02E-06,14,12.299647,1.0000663,2.99E-06,38.28125,18.089409,9.6375933,25.199615,11.797598,6.2451606,5.945899,8,4,0,2,10.327,-10.78049,19.048611,0,1,40,0,7,9,3,0,0,1.9747052,-1.9747052,0.15022188,0.13350745,263.97861,60.623734,58.640701,0,0,25.899061,67.651054,0,0,35.182423,27.133842,0,0.84705913,0.29066113,0.10803911,0.1529409,0.70933884,0.044901785,488.57828,167.65147,62.316265,88.215324,409.14212,25.899061,0.5,1,0,0,0,0,1,0,0,0,1,0,576.79358,0,0,0,576.79358,0,12,7,0,0,0.36000001,7.94382,35.776459,10.517568,86.241806,0,73.20903,33.326015,4.4107962,361.44025,63.246243,19.164181,47.724434,63.246243,87.589554,29.895395,9.4342031,352.00604,10.517568,67.75473,114.5,0.26388288,6.8073549,4.2857885,10.996196,576.79358,792.2724,45.975922,30.207232,434.11237,66.498077,76.183151,664.716,10828,81,270
99.721786,0,0,4,6,4,36,80,4,8,50,38,126.16063,1.5770079,40,30,6,2,0,0.97395509,-2.3927319,-0.65252244,0.70251364,2.4213035,-2.3577926,-0.56122255,0.80591482,2.5665865,-2.088186,-0.49986199,0.85431087,2.7415397,39.758209,9,0.16071428,38,86,4,56,2,11,0.19642857,44,34.613945,26.745909,22.279057,26.371304,24.317703,15.78807,12.460896,17.375309,0.8008306,26,-0.86333627,-0.42334527,0.11572479,2.875946,-1.1321298,-0.29804078,0.20275731,3.0060246,-0.47929698,-0.22735447,0.21676876,3.1911836,8.1344481,20.244802,9.0122252,8.6960135,8.6960173,-11.221831,23.459459,19.172028,7.96E-06,14,12.099109,1.0001014,4.75E-06,38.28125,18.089409,9.6375933,25.199615,11.797598,6.2451606,5.945899,8,4,0,2,10.253,-10.78049,19.048611,0,1,40,0,7,9,3,0,0,1.9747083,-1.9747083,0.15022165,0.13350724,263.97861,60.623734,58.640701,0,0,25.899061,67.651054,0,0,35.182423,27.133842,0,0.84705913,0.29066113,0.10803911,0.1529409,0.70933884,0.044901785,488.57828,167.65147,62.316265,88.215324,409.14212,25.899061,0.5,1,0,0,0,0,1,0,0,0,1,0,576.79358,0,0,0,576.79358,0,13,7,0,0,0.63999999,7.94382,35.776459,10.517568,86.241806,0,73.20903,33.326015,4.4107962,361.44025,63.246243,19.164181,47.724434,63.246243,87.589554,29.895395,9.4342031,352.00604,10.517568,67.75473,114.5,0.26388288,6.8073549,4.3106732,10.993079,576.79358,792.2724,45.975922,30.207232,434.11237,66.498077,76.183151,664.716,10914,81,270
104.4882,0,0,4,6,4,36,80,4,8,52,40,136.76141,1.7095176,40,28,6,2,0,0.96899807,-2.3927312,-0.65740097,0.69491047,2.4213042,-2.3576713,-0.56121475,0.8302688,2.5665867,-2.0881855,-0.46172273,0.9193387,2.7415414,40.151794,9,0.15517241,38,86,4,58,2,11,0.18965517,44,36.354431,30.519131,22.124355,26.111792,25.139071,17.585363,12.294229,17.041975,0.92774016,26,-0.86333621,-0.42444509,0.11443453,2.8762782,-1.1321285,-0.2980406,0.21618748,3.0079322,-0.47929662,-0.22732085,0.27690449,3.1928458,8.6478577,19.571056,8.3299789,10.565282,10.565285,-13.04522,23.680885,20.401743,7.06E-06,14,12.1513,1.0000908,4.21E-06,40.205708,18.507767,9.765625,29.834705,13.64829,7.1705689,7.8306289,8,4,0,2,11.919,-12.96127,20.550652,0,1,40,0,7,9,3,0,0,2.0669947,-2.0669947,0.1435146,0.12754646,232.36162,65.128151,58.640701,0,0,25.899061,154.90076,0,0,35.182423,27.133842,0,0.86149931,0.40020236,0.097838372,0.13850066,0.59979761,0.040662292,548.71539,254.90118,62.316265,88.215324,382.02954,25.899061,0.5,1,0,0,0,0,1,0,0,0,1,0,636.93073,0,0,0,636.93073,0,13,7,0,0,0.34615386,9.4688196,35.776459,10.517568,86.241806,0,73.20903,39.436222,4.4107962,326.15387,155.15443,20.70418,47.724434,63.246243,93.69976,29.895395,9.4342031,316.71967,10.517568,159.66292,114.5,0.25543147,6.8579812,4.357996,11.10509,636.93073,856.14917,45.975922,30.207232,494.24948,66.498077,76.183151,822.508,12224,87,282
97.287788,0,0,4,6,6,36,78,4,10,48,34,117.63341,1.5081207,38,30,8,2,0,0.98973787,-2.3927288,-0.6535213,0.68104208,2.421303,-2.357801,-0.5762518,0.76470768,2.5665863,-2.0881851,-0.47268531,0.85171849,2.7415361,39.99221,9,0.16666667,38,84,4,54,2,11,0.2037037,42,32.873459,25.884407,21.279057,25.216602,23.53001,15.2882,11.306194,15.742316,0.78203082,24,-0.86333609,-0.43872786,0.13413772,2.8705361,-1.1321266,-0.31830132,0.17850572,3.0000327,-0.47929654,-0.23336701,0.24178079,3.1860862,11.449379,20.123243,8.832324,7.0592318,7.0774231,-10.311736,23.176853,18.808842,0.042111252,14,8.3663578,1.1920861,0.025373368,36.362141,17.680355,9.1522493,23.550188,11.335648,5.8269444,5.5615969,10,4,0,2,7.4809999,-7.6742501,18.565653,0,1,40,0,7,9,4,0,0,2.0507956,-2.0507956,0.14464822,0.12855394,200.74463,101.22275,81.198021,0,0,25.899061,67.651054,0,0,22.730305,27.133842,0,0.86573088,0.27504751,0.088370271,0.13426912,0.72495246,0.045898851,488.50061,155.19936,49.864147,75.763206,409.06445,25.899061,0.5,1,0,0,0,0,1,0,0,0,1,0,564.26385,0,0,0,564.26385,0,12,7,0,0,0.66666669,6.4556198,35.776459,44.088627,67.999771,0,73.20903,33.326015,4.4107962,359.72491,33.326015,18.731581,47.724434,66.897072,69.347519,29.895395,9.4342031,350.29071,10.517568,67.75473,140.28,0.27297086,6.7548876,4.2246842,10.881077,564.26385,767.83673,57.341072,30.207232,410.21744,66.498077,87.548302,630.71198,9574,77,258
97.287788,0,0,4,6,6,36,78,4,10,48,34,117.63341,1.5081207,38,30,8,2,0,0.98973787,-2.3927302,-0.65119421,0.72155398,2.4213026,-2.3577688,-0.57572091,0.80591482,2.5665865,-2.0881853,-0.49986199,0.85431087,2.7415373,39.99221,9,0.16666667,38,84,4,54,2,11,0.2037037,42,32.873459,25.884407,21.279057,25.216602,23.53001,15.2882,11.306194,15.742316,0.78203082,24,-0.86333627,-0.43873408,0.13396892,2.8714716,-1.1321307,-0.31830135,0.17776303,3.0010383,-0.47929701,-0.23216827,0.24109705,3.1870039,11.459445,20.11355,8.7450876,6.8721566,7.0820198,-10.309418,23.187626,18.810289,0.43915427,14,7.2497129,2.2596543,0.29560161,36.362141,17.680355,9.1522493,23.550188,11.335648,5.8269444,5.5615969,10,4,0,2,7.4829998,-7.6742501,18.565653,0,1,40,0,7,9,4,0,0,2.0509961,-2.0509961,0.14463408,0.12854138,200.74463,141.82176,40.59901,0,0,25.899061,67.651054,0,0,22.730305,27.133842,0,0.86573088,0.27504751,0.088370271,0.13426912,0.72495246,0.045898851,488.50061,155.19936,49.864147,75.763206,409.06445,25.899061,0.5,1,0,0,0,0,1,0,0,0,1,0,564.26385,0,0,0,564.26385,0,12,7,0,0,0.41666666,6.4556198,35.776459,44.088627,67.999771,0,73.20903,33.326015,4.4107962,359.72491,33.326015,18.731581,47.724434,66.897072,69.347519,29.895395,9.4342031,350.29071,10.517568,67.75473,140.28,0.27297086,6.7548876,4.2246842,10.881077,564.26385,767.83673,57.341072,30.207232,410.21744,66.498077,87.548302,630.71198,9574,77,258
97.287788,0,0,4,6,6,36,78,4,10,48,34,117.63341,1.5081207,38,30,8,2,0,0.98973787,-2.3927224,-0.65332139,0.68004,2.4213047,-2.3579848,-0.57618046,0.7453618,2.5665858,-2.0881839,-0.4708347,0.85171342,2.7415297,39.99221,9,0.16666667,38,84,4,54,2,11,0.2037037,42,32.873459,25.884407,21.279057,25.216602,23.53001,15.308332,11.395512,15.925819,0.78203082,24,-0.86333585,-0.43872699,0.13403991,2.868933,-1.1321598,-0.31830257,0.17833422,2.9981434,-0.47929686,-0.23304546,0.24111412,3.18433,11.413651,20.095865,8.6715631,7.0186825,7.1062465,-10.356709,23.192808,18.810984,0.19779763,14,7.6585464,1.6850045,0.12416728,36.362141,17.680355,9.1522493,23.550188,11.335648,5.8269444,5.5615969,10,4,0,2,7.4050002,-7.9800901,18.564453,0,1,40,0,7,9,4,0,0,2.0474918,-2.0474918,0.14488196,0.12876138,227.94455,101.22275,53.998116,0,0,25.899061,67.651054,0,0,22.730305,27.133842,0,0.86573088,0.27504751,0.088370271,0.13426912,0.72495246,0.045898851,488.50061,155.19936,49.864147,75.763206,409.06445,25.899061,0.5,1,0,0,0,0,1,0,0,0,1,0,564.26385,0,0,0,564.26385,0,12,7,0,0,0.58333331,6.4556198,35.776459,44.088627,67.999771,0,72.351379,33.326015,4.4107962,360.58258,33.326015,18.731581,47.724434,66.897072,69.347519,29.037741,9.4342031,351.14838,10.517568,67.75473,140.28,0.27297086,6.7548876,4.2246842,10.881077,564.26385,767.83673,57.341072,30.207232,410.21744,66.498077,87.548302,630.71198,9574,77,258
97.287788,0,0,4,6,6,36,78,4,10,48,34,117.63341,1.5081207,38,30,8,2,0,0.98973787,-2.3927224,-0.65332139,0.68004,2.4213047,-2.3579848,-0.57618046,0.7453618,2.5665858,-2.0881839,-0.4708347,0.85171342,2.7415297,39.99221,9,0.16666667,38,84,4,54,2,11,0.2037037,42,32.873459,25.884407,21.279057,25.216602,23.53001,15.308332,11.395512,15.925819,0.78203082,24,-0.86333585,-0.43872699,0.13403991,2.868933,-1.1321598,-0.31830257,0.17833422,2.9981434,-0.47929686,-0.23304546,0.24111412,3.18433,11.413651,20.095865,8.6715631,7.0186825,7.1062465,-10.356709,23.192808,18.810984,0.19779763,14,7.6585464,1.6850045,0.12416728,36.362141,17.680355,9.1522493,23.550188,11.335648,5.8269444,5.5615969,10,4,0,2,7.4050002,-7.9800901,18.564453,0,1,40,0,7,9,4,0,0,2.0474918,-2.0474918,0.14488196,0.12876138,227.94455,101.22275,53.998116,0,0,25.899061,67.651054,0,0,22.730305,27.133842,0,0.86573088,0.27504751,0.088370271,0.13426912,0.72495246,0.045898851,488.50061,155.19936,49.864147,75.763206,409.06445,25.899061,0.5,1,0,0,0,0,1,0,0,0,1,0,564.26385,0,0,0,564.26385,0,12,7,0,0,0.58333331,6.4556198,35.776459,44.088627,67.999771,0,72.351379,33.326015,4.4107962,360.58258,33.326015,18.731581,47.724434,66.897072,69.347519,29.037741,9.4342031,351.14838,10.517568,67.75473,140.28,0.27297086,6.7548876,4.2246842,10.881077,564.26385,767.83673,57.341072,30.207232,410.21744,66.498077,87.548302,630.71198,9574,77,258
43.600346,0,0,2,2,3,11,31,1,4,23,15,62.22184,2.0071561,15,8,2,3,1,1.4748229,-2.2502382,-0.61774743,0.61578763,2.3038185,-2.3511448,-0.50642633,0.79434657,2.4270334,-1.9252832,-0.40761778,0.88400042,2.6266627,16.357656,3,0.12,11,33,4,25,1,4,0.16,18,16.396976,13.705942,8.0414515,9.5685492,11.075387,7.9897089,3.9880338,5.6329932,0.96822166,12,-0.79784256,-0.4600656,0.086624779,2.2781892,-1.1318908,-0.31849253,0.23511823,2.394747,-0.42143846,-0.20436436,0.33204353,2.6020954,6.4760132,5.9750528,2.9981701,5.300354,5.3278809,-6.4589362,10.634531,9.0401821,0.074118599,14,8.0972271,1.3027153,0.045878261,17.811199,7.9200001,3.9837031,15.051435,6.6385984,3.318635,4.3443666,5,1,1,0,4.5640001,-6.3320899,9.0710678,0,1,17,1,3,3,0,0,0,1.2814411,-1.2814411,0.23601301,0.21270205,69.627121,11.248033,28.758026,19.760618,0,12.949531,15.808495,76.948448,0,0,29.637598,0,0.80791873,0.47349009,0.099358849,0.19208129,0.52650994,0.092722431,240.99281,141.23662,29.637598,57.295628,157.05182,27.65803,0.5,1,0,0,0,0,1,0,0,0,1,0,298.28845,0,0,0,298.28845,0,6,3,0,0,0.60869563,3.6861999,28.888117,13.004248,41.076572,0,28.406193,19.848583,3.5006065,107.53254,114.81841,9.0137196,47.724434,27.662895,17.888229,16.473585,3.5006065,104.03193,13.004248,126.78933,67.760002,0.45137304,5.643856,3.4105542,8.7289362,298.28845,370.93573,36.554882,9.4210396,201.85123,50.461292,45.975922,367.21201,1292,36,120
46.423931,0,0,2,2,3,12,34,1,4,24,16,63.512699,1.8680205,17,10,2,3,0,1.4392977,-2.2530022,-0.64473212,0.70143515,2.3042204,-2.3654103,-0.53807992,0.80591482,2.4270034,-1.9279644,-0.46925592,0.85431087,2.6263533,17.134069,3,0.11538462,12,36,4,26,1,4,0.15384616,20,17.104084,14.465965,9.1961527,10.982763,11.558551,8.0346222,4.9373927,7.0244045,0.99226266,14,-0.79728055,-0.46005467,0.08157064,2.3117621,-1.1319721,-0.31845531,0.18023744,2.4170542,-0.42209435,-0.21605732,0.28127083,2.6291037,6.3627958,7.1354508,4.0717807,5.4820356,5.5081568,-6.4642315,11.229914,9.4032078,0.070335999,14,8.1216469,1.2901245,0.043454397,18.781065,8.5895061,4.6011772,15.060648,6.8174992,3.6249964,4.2781649,5,1,1,0,5.2420001,-6.8815198,9.4986839,0,1,18,1,3,3,0,0,0,1.1744643,-1.1744643,0.25751039,0.23207614,130.92871,8.9368258,28.758026,0,0,12.949531,43.624847,29.581947,0,0,29.637598,0,0.81980699,0.38270029,0.093209356,0.18019304,0.61729968,0.086983673,260.67242,121.68647,29.637598,57.295628,196.28159,27.65803,0.5,1,0,0,0,0,1,0,0,0,1,0,317.96805,0,0,0,317.96805,0,7,3,0,0,0.70833331,3.7337999,28.888117,13.004248,41.076572,0,30.233366,22.903687,0,144.64609,90.346169,9.4950199,47.724434,27.662895,20.943333,14.800153,3.5006065,141.14548,13.004248,102.31709,67.760002,0.43739632,5.7004399,3.5367565,8.8433704,317.96805,398.6394,36.554882,9.4210396,221.53084,50.461292,45.975922,405.63498,1494,38,124
51.831894,0,0,2,3,5,12,42,1,6,27,17,73.553711,1.7512788,19,15,2,5,0,1.4490708,-2.2982175,-0.60161161,0.62576783,2.3064773,-2.3695288,-0.53409612,0.70758605,2.4275897,-2.0130944,-0.42556712,0.79360378,2.6271327,25.142105,5,0.1724138,12,44,4,29,1,6,0.20689656,28,19.38854,15.241151,11.118802,12.853006,13.045244,8.1940527,4.8540592,6.857738,0.87435806,15,-0.79763901,-0.46722007,0.052829273,2.3854997,-1.1319731,-0.35090849,0.15349402,2.48807,-0.48459783,-0.20881619,0.18055494,2.6860306,7.8933415,9.575037,6.5186357,4.5150723,4.5414286,-5.7986627,11.480088,10.105772,0.0709664,14,8.1174822,1.2922274,0.043858308,21.702734,10.15625,5.1358023,16.221977,7.5001225,3.7586393,4.5061784,7,1,1,0,4.1427398,-5.89189,10.047303,0,1,18,1,3,5,0,0,0,1.7768943,-1.7768943,0.17020527,0.18330653,112.868,8.9368258,45.675064,71.316856,0,12.949531,0,29.581947,0,0,29.637598,5.0075121,0.82174855,0.23766367,0.099120855,0.17825143,0.76233631,0.079130583,287.22076,83.069138,34.645111,62.303139,266.45477,27.65803,0.46666667,0.875,0,0,0,0,1,0,0,0,1,0,349.52393,0,0,0,349.52393,0,8,3,0,0,0.44444445,2.9885001,50.887894,13.004248,41.076572,0,30.233366,90.616318,0,127.0029,54.878929,10.03542,47.724434,49.66267,17.888229,25.287008,3.5006065,123.50229,13.004248,127.13074,86.220001,0.40063059,5.8579812,3.6624959,9.1881609,349.52393,425.0787,41.562393,9.4210396,248.07919,50.461292,50.983433,386.79099,2076,45,138
45.644722,0,0,2,3,5,12,36,3,8,25,15,64.967041,1.8046401,17,11,2,5,0,1.4783581,-2.2538502,-0.66648048,0.70008773,2.3054416,-2.3626814,-0.59883803,0.74419135,2.4272373,-1.930933,-0.48362273,0.86692435,2.6267006,16.937277,3,0.11111111,12,38,4,27,1,4,0.14814815,22,17.974327,13.319081,9.1188021,10.853006,11.986071,7.4225049,4.8600426,6.8745747,0.91279507,13,-0.79743218,-0.47316131,0.14903682,2.3380475,-1.1319978,-0.35091972,0.16361731,2.4449556,-0.43332464,-0.22054243,0.26446137,2.6444676,7.6402707,10.847888,3.5593276,3.8751864,3.7405708,-5.0887589,11.483452,9.1974516,-0.57371104,6.8023586,8.2024326,2.6382937,0.64807928,19.753086,8.792244,4.4659748,14.396577,6.3167653,3.1741376,3.6375918,7,3,1,0,3.8239999,-5.0672302,9.0154743,0,1,18,1,3,3,0,0,0,1.500715,-1.500715,0.20152844,0.18162352,112.868,8.9368258,28.758026,16.917038,0,12.949531,0,29.581947,27.133842,0,29.637598,0,0.80922657,0.35026231,0.098682329,0.19077343,0.64973772,0.092091091,243.03777,105.19547,29.637598,57.295628,195.13792,27.65803,0.46153846,0.85714287,0,0,0,0,1,0,0,0,1,0,300.33337,0,0,0,300.33337,0,7,3,0,0,0.40000001,2.3824999,79.658569,13.004248,41.076572,0,30.233366,19.848583,0,127.0029,54.878929,9.0579796,47.724434,78.43335,17.888229,25.287008,3.5006065,123.50229,13.004248,56.363003,108.22,0.42433795,5.7548876,3.5034487,8.9717569,300.33337,380.86203,36.554882,9.4210396,176.76233,50.461292,73.109764,358.737,1630,42,130
51.779724,0,0,3,4,5,16,40,2,7,29,19,75.629929,1.8907481,20,11,3,4,0,1.2705493,-2.2521875,-0.59701937,0.61365831,2.3053997,-2.3629692,-0.50702256,0.74380797,2.4270573,-1.9282042,-0.40995479,0.78310776,2.6266341,19.460278,3,0.09375,17,43,4,32,1,4,0.125,22,20.543242,15.274396,10.696153,12.714814,13.969234,8.6583614,5.6487174,7.9494896,0.91093314,15,-0.79725671,-0.47120166,0.061920818,2.4063289,-1.1320364,-0.34225786,0.1854832,2.5084939,-0.42651165,-0.20453668,0.20569551,2.7126586,8.9407444,10.124333,4.5375414,4.6485038,4.9171824,-6.5426435,13.702011,10.541003,0.050980341,8.9621372,8.182332,1.3366383,5.623086,22.203125,9.6465025,4.6210938,15.769825,6.7609549,3.2071071,3.6765199,7,2,1,0,4.4840002,-6.3126998,10.402962,0,1,23,1,4,3,0,0,0,1.7587773,-1.7587773,0.17195854,0.15497422,115.07654,6.7282863,66.424141,9.0208454,0,0,0,29.581947,13.566921,17.591211,29.637598,0,0.77587354,0.32688037,0.14134961,0.22412647,0.6731196,0.082776852,259.24075,109.21976,47.228809,74.886841,224.90785,27.65803,0.46666667,0.875,0,0,0,0,1,0,0,0,1,0,334.12759,0,0,0,334.12759,0,8,4,0,0,0.37931034,3.3642001,54.273342,29.789778,50.19759,0,30.233366,19.848583,0,148.93436,64.595612,10.4174,47.724434,84.793762,27.009247,20.043581,8.2177076,140.71664,13.004248,56.363003,100.88,0.38828552,6,3.6898515,9.3959818,334.12759,439.86542,42.237457,9.4210396,218.44089,50.461292,65.225418,411.776,2456,52,156
50.399929,0,0,2,3,3,15,39,1,4,29,16,71.936119,1.8445159,19,10,3,6,0,1.2276977,-2.2496438,-0.66423643,0.69062501,2.3065095,-2.355319,-0.56857961,0.77178818,2.427037,-1.9256045,-0.45742735,0.87633079,2.6261528,19.016069,4,0.125,16,42,5,32,1,5,0.15625,21,20.543242,15.173963,10.196153,12.137464,13.935561,8.5436621,5.4314094,7.6742344,0.9270699,16,-0.81699443,-0.47021607,0.10581683,2.3959675,-1.1319182,-0.34622329,0.18213649,2.4951832,-0.49109566,-0.22042254,0.25138491,2.690666,9.2456732,8.4198456,5.1778865,5.2556577,5.2844262,-6.9154243,13.76077,10.414536,0.07719069,14,8.0778065,1.31259,0.047877129,22.203125,9.6465025,4.9240375,15.80509,6.7766976,3.4255462,3.6933212,9,1,1,0,4.6020002,-8.1796103,10.146817,1,1,22,1,4,4,1,0,0,2.0845048,-2.0845048,0.15892853,0.2151861,99.268044,42.37331,37.216545,0,8.458519,6.6995511,0,29.581947,0,0,63.568645,2.503756,0.67609137,0.34059042,0.19654436,0.32390863,0.65940958,0.12736426,227.28192,114.49643,66.072403,108.8885,221.674,42.816101,0.5,1,0,0,0,0,1,0,0,0,1,0,336.17044,0,0,0,336.17044,0,8,4,0,0,0.34482759,3.6257,28.888117,20.089865,41.076572,50.935009,32.496613,29.355928,0,152.05525,47.148819,10.36766,64.317398,27.662895,68.823235,17.063398,13.666529,141.14548,13.004248,56.363003,126.72,0.38828552,6,3.775583,9.3862753,336.17044,433.27585,36.554882,9.4210396,186.38138,103.81313,45.975922,411.75699,2553,48,156
44.040722,0,0,1,1,3,12,34,1,4,23,15,58.678234,1.7258304,17,11,2,3,0,1.4539266,-2.2534103,-0.64761382,0.69885141,2.3041456,-2.3657691,-0.53807992,0.76312476,2.4269938,-1.9283936,-0.49986199,0.85431087,2.6262076,16.937277,3,0.12,12,36,4,25,1,4,0.16,20,16.233841,12.579354,9.2735023,11.112519,11.164703,7.1419578,5.0267091,7.2079082,0.86078578,13,-0.79744673,-0.46005425,0.080102533,2.3104434,-1.131974,-0.31849381,0.16445385,2.4096251,-0.42243263,-0.21605732,0.19305076,2.6232624,6.0628557,7.2037139,4.1371136,4.6290388,4.654964,-5.6186061,11.105476,8.7865067,0.069805123,14,8.1251793,1.2883494,0.043114543,17.811199,8.3927336,4.3456788,12.596973,5.8340855,2.9813595,3.1952965,5,1,1,0,4.4439998,-5.7911301,8.7586699,0,1,18,1,3,3,0,0,0,1.1254654,-1.1254654,0.26872152,0.24217993,144.48499,8.9368258,28.758026,0,0,12.949531,0,29.581947,0,0,29.637598,0,0.80098742,0.27114192,0.10294425,0.19901261,0.72885805,0.096068352,230.60387,78.061623,29.637598,57.295628,209.83788,27.65803,0.46153846,0.85714287,0,0,0,0,1,0,0,0,1,0,287.89951,0,0,0,287.89951,0,7,3,0,0,0.69565219,2.9712999,28.888117,13.004248,41.076572,0,30.233366,19.848583,0,162.28926,44.392071,8.7250204,47.724434,27.662895,17.888229,14.800153,3.5006065,158.78867,13.004248,56.363003,67.760002,0.45137304,5.643856,3.4532013,8.7250805,287.89951,366.70099,36.554882,9.4210396,191.46228,50.461292,45.975922,326.73898,1310,36,118
